nama_produk,product_id,shop_id,terjual_bulanan,total_terjual,total_disukai,total_kunjungan,category_id,total_review,diskon,total_rating,star_seller,shopee_mall,supermarket,gratis_ongkir,kategori_1,kategori_2,foto_produk,tipe_toko,kota,harga,url,omzet,omzet_bulanan,rating,rate_5,rate_1,real_order_percentage,bad_product_indicator,marketplace,timestamp
Sandal Slob Rajut Nevada|Sandal Sepatu Tali Wanita Rajut Import|Sandal Tali Wanita Kekinian Flat,9678051118,363029217,809,1284,711,37143,100532,610,32,"[610, 3, 4, 14, 71, 518]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/56995a98350787250cb12612d0bff8bf_tn,Shopee Star Seller,Kab. Mojokerto,27200,https://shopee.co.id/sandal-slob-rajut-nevada-sandal-sepatu-tali-wanita-rajut-import-sandal-tali-wanita-kekinian-flat-i.363029217.9678051118,34924800,22004800,4.8,518,3,0.4750778816,0.004918032787,shopee,2021-10-22 0:00:00
HD SEPATU WANITA SLIP ON MARSMELLOW BEST SELLER MURAH - KREM HITAM DAN BIRU,3909160072,120286046,611,3035,4744,41554,100532,1681,30,"[1681, 9, 9, 56, 215, 1392]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/9a3f1ff3092b978df17d4c766d1a1287_tn,Shopee Star Seller,Kab. Bogor,34930,https://shopee.co.id/hd-sepatu-wanita-slip-on-marsmellow-best-seller-murah-krem-hitam-dan-biru-i.120286046.3909160072,106012550,21342230,4.8,1392,9,0.5538714992,0.005353955979,shopee,2021-10-22 0:00:00
Sepatu Kickers Wanita Slip On Kode MK-50,2097759481,55603881,514,12516,8537,23768,100532,7384,57,"[7384, 19, 27, 127, 874, 6337]",True,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/806d8690aaf32e698390671369f3d6c0_tn,Shopee Star Seller,Kota Surabaya,51600,https://shopee.co.id/sepatu-kickers-wanita-slip-on-kode-mk-50-i.55603881.2097759481,645825600,26522400,4.8,6337,19,0.589964845,0.002573131094,shopee,2021-10-22 0:00:00
DUBAY_Sandal wanita hak tinggi 5cm Gliter,6119821485,92544616,1318,4920,1747,42451,100532,1871,46,"[1871, 15, 19, 97, 325, 1415]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/c524f096a7e64609f03b39d575d0edce_tn,Shopee Star Seller,Kab. Bogor,29500,https://shopee.co.id/dubay-sandal-wanita-hak-tinggi-5cm-gliter-i.92544616.6119821485,145140000,38881000,4.7,1415,15,0.3802845528,0.008017103153,shopee,2021-10-22 0:00:00
ABBUSHOES  Kf 07 high heels kepang ban 2 9cm,8818485820,125535598,962,3106,6497,89307,100532,1273,0,"[1273, 5, 7, 47, 177, 1037]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/02a5bc749e95e13326c4511d43e4fc8a_tn,Shopee Star Seller,Kota Bogor,65000,https://shopee.co.id/abbushoes-kf-07-high-heels-kepang-ban-2-9cm-i.125535598.8818485820,201890000,62530000,4.8,1037,5,0.4098518995,0.003927729772,shopee,2021-10-22 0:00:00
Meyzara - Sepatu Kerja Wanita Alisa Heels,1909564019,61971913,871,5649,6423,47472,100532,3180,0,"[3180, 11, 11, 88, 434, 2636]",True,False,False,True,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/b58d509359338062a26c6f2684464b64_tn,Shopee Star Seller,Kab. Bogor,58000,https://shopee.co.id/meyzara-sepatu-kerja-wanita-alisa-heels-i.61971913.1909564019,327642000,50518000,4.8,2636,11,0.5629314923,0.003459119497,shopee,2021-10-22 0:00:00
APOLLO DRANATHA CHUNKY HEELS,7656608663,505984,772,11546,17432,73885,100532,6833,0,"[6833, 7, 2, 81, 740, 6003]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/66c886d91c73a17fd33957ab65ef56f7_tn,Shopee Star Seller,Kota Tangerang,102000,https://shopee.co.id/apollo-dranatha-chunky-heels-i.505984.7656608663,1177692000,78744000,4.9,6003,7,0.5918066863,0.001024440217,shopee,2021-10-22 0:00:00
BAYAR DI TEMPAT PROMO SEPATU SANDAL HIGH HEELS PUMP WANITA MURAH,2618236737,107805290,775,10794,19115,92887,100532,4333,32,"[4333, 25, 16, 154, 605, 3533]",True,False,False,True,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/0e83b8cf8d0d4de915c4556b574d71a6_tn,Shopee Star Seller,Kab. Bogor,43980,https://shopee.co.id/bayar-di-tempat-promo-sepatu-sandal-high-heels-pump-wanita-murah-i.107805290.2618236737,474720120,34084500,4.8,3533,25,0.4014267185,0.00576967459,shopee,2021-10-22 0:00:00
Shally heels - Sendal wanita hak tahu,3277252745,175636805,770,4306,15557,99944,100532,2144,30,"[2144, 9, 9, 49, 311, 1766]",True,False,False,True,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/281026fcf8f04112849864ad67d92516_tn,Shopee Star Seller,Kab. Bogor,73500,https://shopee.co.id/shally-heels-sendal-wanita-hak-tahu-i.175636805.3277252745,316491000,56595000,4.8,1766,9,0.4979098932,0.004197761194,shopee,2021-10-22 0:00:00
LANEIGE DRANATHA HEELS WANITA,1259921630,505984,691,8868,16177,54578,100532,5885,0,"[5886, 13, 15, 81, 575, 5202]",True,False,False,True,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/9e37d7a0d4b461af46ff2ae64266eb13_tn,Shopee Star Seller,Kota Tangerang,92000,https://shopee.co.id/laneige-dranatha-heels-wanita-i.505984.1259921630,815856000,63572000,4.9,5202,13,0.6636220117,0.002209005947,shopee,2021-10-22 0:00:00
Heels Kerja / Pesta UL 58,1924404501,22639534,679,4777,4193,40436,100532,2145,5,"[2145, 25, 21, 137, 379, 1583]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/06e7b123f3010826ffe12d5e915248c6_tn,Shopee Star Seller,Kab. Bogor,38500,https://shopee.co.id/heels-kerja-pesta-ul-58-i.22639534.1924404501,183914500,26141500,4.6,1583,25,0.4490265857,0.01165501166,shopee,2021-10-22 0:00:00
Sandal Pesta Kondangan Wanita Import Sendal Heels Hak Tahu Wanita Jinjit Sandal Kerja Santai VIONA,3948361344,267714664,669,1025,1214,493,100532,94,35,"[94, 1, 0, 0, 5, 88]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/e19f9a679bd3ff91ad52200b7e021790_tn,Shopee Star Seller,Kota Bogor,53300,https://shopee.co.id/sandal-pesta-kondangan-wanita-import-sendal-heels-hak-tahu-wanita-jinjit-sandal-kerja-santai-viona-i.267714664.3948361344,54632500,35657700,4.9,88,1,0.09170731707,0.01063829787,shopee,2021-10-22 0:00:00
SANDAL HEELS WANITA HAK TAHU BAN 2,5345934823,192321146,656,4482,6666,68952,100532,2266,14,"[2266, 13, 21, 118, 408, 1706]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/5ecce51f334e53dc508512cae51f46a9_tn,Shopee Star Seller,Kab. Bogor,39400,https://shopee.co.id/sandal-heels-wanita-hak-tahu-ban-2-i.192321146.5345934823,176590800,25846400,4.7,1706,13,0.505577867,0.005736981465,shopee,2021-10-22 0:00:00
Sandal Hak Tahu Wanita Early SDH207,7041759337,8565562,641,3677,6233,72753,100532,1960,22,"[1960, 8, 8, 63, 262, 1619]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/6c7339e992f5b4b6ae32243c428ad2c4_tn,Shopee Star Seller,Kota Depok,38800,https://shopee.co.id/sandal-hak-tahu-wanita-early-sdh207-i.8565562.7041759337,142667600,24870800,4.8,1619,8,0.5330432418,0.004081632653,shopee,2021-10-22 0:00:00
Amazeus AMARE Block Heels Hak Tahu Chunky Wanita,6445099825,1095927,639,18377,26907,61852,100532,9582,0,"[9582, 13, 26, 211, 1220, 8112]",True,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/46020a0ac3779e8ae5093f31f3f0ab6f_tn,Shopee Star Seller,Kota Bogor,65000,https://shopee.co.id/amazeus-amare-block-heels-hak-tahu-chunky-wanita-i.1095927.6445099825,1194505000,41535000,4.8,8112,13,0.5214126354,0.001356710499,shopee,2021-10-22 0:00:00
Sandal Brukat-02/sandal hak brukat/sandal bustong/sandal wanita/sandal pesta/sandal wedges/higheels,2931007438,345651261,1633,7662,7742,85483,100532,3825,3,"[3825, 14, 16, 83, 467, 3245]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/7e82febdc4d850b40e1e3b2b2d771d95_tn,Shopee Star Seller,Kab. Bogor,62080,https://shopee.co.id/sandal-brukat-02-sandal-hak-brukat-sandal-bustong-sandal-wanita-sandal-pesta-sandal-wedges-higheels-i.345651261.2931007438,475656960,101376640,4.8,3245,14,0.4992169146,0.003660130719,shopee,2021-10-22 0:00:00
Sandal Jelly Gesper Willona,6878159904,306845578,1507,2472,2453,83375,100532,909,0,"[909, 2, 2, 12, 80, 813]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/be5b9f2bc87e3a60bfc78dfe24b0f291_tn,Shopee Star Seller,Kota Bogor,25999,https://shopee.co.id/sandal-jelly-gesper-willona-i.306845578.6878159904,64269528,39180493,4.9,813,2,0.3677184466,0.002200220022,shopee,2021-10-22 0:00:00
PROMO 10.10! SANDAL WEDGES WANITA TERBARU || SANDAL HAK TAHU WANITA,4885279795,244067623,1470,4048,6763,181788,100532,1762,5,"[1762, 18, 10, 85, 292, 1357]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/3b9a6ffe83426b159d808e48e74f165f_tn,Shopee Star Seller,Kab. Bogor,9500,https://shopee.co.id/promo-10-10-sandal-wedges-wanita-terbaru-sandal-hak-tahu-wanita-i.244067623.4885279795,38456000,13965000,4.7,1357,18,0.4352766798,0.01021566402,shopee,2021-10-22 0:00:00
FREE KOTAK SEPATU !!! 10.10 SALE!!! COD ORIGINAL Wedges Sandal Tali Wanita korea,4284455447,184938359,1463,7220,15818,110894,100532,3739,9,"[3739, 2, 2, 60, 456, 3219]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/602cac2632e001bb2177900416b810fb_tn,Shopee Star Seller,Kota Jakarta Barat,107900,https://shopee.co.id/free-kotak-sepatu-10-10-sale-cod-original-wedges-sandal-tali-wanita-korea-i.184938359.4284455447,779038000,157857700,4.8,3219,2,0.517867036,0.0005349023803,shopee,2021-10-22 0:00:00
Sandal Wedges Spon Wanita | Wedges Spon Jepit Simple | Wedges Dewasa IPOMOEA,4969223330,11015157,1491,10294,1817,29970,100532,2428,56,"[2428, 23, 17, 105, 344, 1939]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/31e5b03a8cc22a5a46af8cadfe5de67a_tn,Shopee Star Seller,Kab. Sukabumi,10999,https://shopee.co.id/sandal-wedges-spon-wanita-wedges-spon-jepit-simple-wedges-dewasa-ipomoea-i.11015157.4969223330,113223706,16399509,4.7,1939,23,0.2358655527,0.009472817133,shopee,2021-10-22 0:00:00
sandal /sepatu wanita hak tinggi/sendal Brukat/sandal bustong brukat/wedges BISA COD Bayar Di Tempat,7768987441,345651261,1185,9650,9715,58777,100532,4887,4,"[4887, 20, 8, 112, 521, 4226]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/9842b7962af51dcf54beb01996e0af4d_tn,Shopee Star Seller,Kab. Bogor,60000,https://shopee.co.id/sandal-sepatu-wanita-hak-tinggi-sendal-brukat-sandal-bustong-brukat-wedges-bisa-cod-bayar-di-tempat-i.345651261.7768987441,579000000,71100000,4.8,4226,20,0.5064248705,0.00409249028,shopee,2021-10-22 0:00:00
Sandal Wedges Wanita Terbaru,8230776545,188952898,1082,7916,1237,19803,100532,1461,62,"[1461, 3, 10, 63, 208, 1177]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/5f0a7ad201a0c81d284e83251f92356c_tn,Shopee Star Seller,Kota Bogor,16720,https://shopee.co.id/sandal-wedges-wanita-terbaru-i.188952898.8230776545,132355520,18091040,4.7,1177,3,0.1845629106,0.00205338809,shopee,2021-10-22 0:00:00
SANDAL KARET JELLY WANITA SENDAL WEDGES PEREMPUAN SANDAL TALI WANITA BALANCE TERBARU,7466403124,224934003,928,4859,6116,76519,100532,2453,15,"[2453, 6, 5, 65, 367, 2010]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/291b907ab4cc04390c0af684f7894bbd_tn,Shopee Star Seller,Kota Tangerang Selatan,25500,https://shopee.co.id/sandal-karet-jelly-wanita-sendal-wedges-perempuan-sandal-tali-wanita-balance-terbaru-i.224934003.7466403124,123904500,23664000,4.8,2010,6,0.5048363861,0.002445984509,shopee,2021-10-22 0:00:00
sandal wedges dewasa ANDIN terlaris,7783655375,377063119,865,2549,534,18532,100532,647,33,"[647, 5, 4, 41, 144, 453]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/89108d713249ba6e3268b2943a19240a_tn,Shopee Star Seller,Kota Bogor,16080,https://shopee.co.id/sandal-wedges-dewasa-andin-terlaris-i.377063119.7783655375,40987920,13909200,4.6,453,5,0.2538250294,0.00772797527,shopee,2021-10-22 0:00:00
Sepatu Jelly Wedges import 613 (4cm),2070149602,20074576,802,16067,6595,36065,100532,8006,57,"[8006, 208, 94, 355, 1131, 6218]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/9faa709304636053bdb1c358df11b718_tn,Shopee Star Seller,Kota Bogor,29950,https://shopee.co.id/sepatu-jelly-wedges-import-613-4cm-i.20074576.2070149602,481206650,24019900,4.6,6218,208,0.4982884173,0.02598051461,shopee,2021-10-22 0:00:00
Wedges Sandal Selop / Slop Casual Murah W3B,8509565818,132710390,781,4105,2331,49692,100532,2078,20,"[2077, 14, 5, 51, 303, 1704]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/38d9389613bcc84af97d5944b6842541_tn,Shopee Star Seller,Kab. Bogor,42000,https://shopee.co.id/wedges-sandal-selop-slop-casual-murah-w3b-i.132710390.8509565818,172410000,32802000,4.8,1704,14,0.5062119367,0.006737247353,shopee,2021-10-22 0:00:00
Sandal Wedges Spon Colorful Jepit POLOS Kualitas Super,473456915,18239866,772,28558,4085,8086,100532,6091,12,"[6086, 11, 20, 121, 639, 5295]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/f0e607561836042e62f6ea24ce06d11e_tn,Shopee Star Seller,Kab. Tasikmalaya,19900,https://shopee.co.id/sandal-wedges-spon-colorful-jepit-polos-kualitas-super-i.18239866.473456915,568304200,15362800,4.8,5295,11,0.2132852441,0.001805943195,shopee,2021-10-22 0:00:00
Sandal Wanita Dewasa ANDIN Terbaru,9541573379,418873590,742,3322,687,28166,100532,836,0,"[836, 5, 9, 57, 149, 616]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/4c5bd8fe7bd560256322b5737400e3cb_tn,Shopee Star Seller,Kota Bogor,16900,https://shopee.co.id/sandal-wanita-dewasa-andin-terbaru-i.418873590.9541573379,56141800,12539800,4.6,616,5,0.2516556291,0.005980861244,shopee,2021-10-22 0:00:00
Kickers Wedges Wanita Sandal Wanita Pesta ( WEDGES Kombinasi),6924941187,154993370,700,7060,3605,31274,100532,3714,16,"[3714, 22, 37, 158, 574, 2923]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/0fa84085445c60b8f077bd402da155e5_tn,Shopee Star Seller,Kab. Jombang,38000,https://shopee.co.id/kickers-wedges-wanita-sandal-wanita-pesta-wedges-kombinasi-i.154993370.6924941187,268280000,26600000,4.7,2923,22,0.5260623229,0.005923532579,shopee,2021-10-22 0:00:00
"10.10 HAPPY BIG SALE✨ <D-8801> ORIGINAL, Sepatu Styles Wanita Produk Import;)",7291928032,260669922,646,1482,4413,59122,100532,732,62,"[733, 2, 1, 7, 73, 650]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/0f0fbe8d3f0e1cbf52847c89e10ed003_tn,Shopee Star Seller,Kota Jakarta Barat,99000,https://shopee.co.id/10-10-happy-big-sale✨-d-8801-original-sepatu-styles-wanita-produk-import-i.260669922.7291928032,146718000,63954000,4.9,650,2,0.4939271255,0.002732240437,shopee,2021-10-22 0:00:00
10.10 SALE!! GG SEPATU JELLY LANCIP WEDGES POLOS 3CM 021,1740148743,7043303,638,15164,10411,33886,100532,7292,1,"[7293, 19, 24, 172, 925, 6153]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/7a13a2937f573ffe444c5f5f344b8484_tn,Shopee Star Seller,Kota Jakarta Barat,31900,https://shopee.co.id/10-10-sale-gg-sepatu-jelly-lancip-wedges-polos-3cm-021-i.7043303.1740148743,483731600,20352200,4.8,6153,19,0.4808757584,0.002605595173,shopee,2021-10-22 0:00:00
BALANCE 268-5/ SANDAL JELLY WANITA SANDAL WEDGES PEREMPUAN TERBARU,8260959848,224934003,568,1388,1237,32354,100532,702,0,"[702, 0, 0, 8, 55, 639]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/ba901b5856223fffb234a7538d22bd12_tn,Shopee Star Seller,Kota Tangerang Selatan,33000,https://shopee.co.id/balance-268-5-sandal-jelly-wanita-sandal-wedges-perempuan-terbaru-i.224934003.8260959848,45804000,18744000,4.9,639,0,0.5057636888,0,shopee,2021-10-22 0:00:00
SFH SANDAL WEDGES WANITA ARDILES TEFITY,6666957863,333851855,563,3562,1607,24968,100532,1817,22,"[1817, 5, 5, 25, 147, 1635]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/689eb5a9bb7abb9ed28036399aaa0625_tn,Shopee Star Seller,Kota Surabaya,52000,https://shopee.co.id/sfh-sandal-wedges-wanita-ardiles-tefity-i.333851855.6666957863,185224000,29276000,4.9,1635,5,0.5101066816,0.002751788663,shopee,2021-10-22 0:00:00
sandal /sepatu wanita hak tinggi/sendal Brukat/sandal bustong brukat/wedges BISA COD Bayar Di Tempat,5485610204,125119832,562,1733,1499,32207,100532,828,5,"[828, 3, 3, 20, 102, 700]",True,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/0ec57171362f4cf83065a14c3cec4840_tn,Shopee Star Seller,Kab. Bogor,55955,https://shopee.co.id/sandal-sepatu-wanita-hak-tinggi-sendal-brukat-sandal-bustong-brukat-wedges-bisa-cod-bayar-di-tempat-i.125119832.5485610204,96970015,31446710,4.8,700,3,0.4777841893,0.003623188406,shopee,2021-10-22 0:00:00
SANDAL WEDGES SPON KN 02 SILANG,1554055761,59696962,508,4062,843,10883,100532,1611,75,"[1611, 9, 11, 81, 226, 1284]",True,False,False,True,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/fc6ac8bfe9683850c757997963dc07a1_tn,Shopee Star Seller,Kota Bogor,13800,https://shopee.co.id/sandal-wedges-spon-kn-02-silang-i.59696962.1554055761,56055600,7010400,4.7,1284,9,0.3966026588,0.005586592179,shopee,2021-10-22 0:00:00
Sandal Wanita Briken Sandal Slip On Sandal Cewek Birkenstock Sendal Polos Deubi Sendal Wanita Korean,11415500712,47458128,10761,27978,43974,655121,100532,12408,56,"[12408, 31, 38, 246, 1363, 10730]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/d221caab13479dc1c5faa841a9dc9cae_tn,Shopee Star Seller,Kab. Gresik,43900,https://shopee.co.id/sandal-wanita-briken-sandal-slip-on-sandal-cewek-birkenstock-sendal-polos-deubi-sendal-wanita-korean-i.47458128.11415500712,1228234200,472407900,4.8,10730,31,0.4434913146,0.002498388137,shopee,2021-10-22 0:00:00
SEPATU SENDAL JEPIT WANITA TERBARU KEKINIAN MURAH FLAT TEPLEK SANDAL PEREMPUAN DEWASA,12527907133,169423761,10055,10056,4,622,100532,1,0,"[1, 0, 0, 0, 0, 1]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/b8de7a40d61956ae12917fb12cad93b5_tn,Shopee Star Seller,Kota Bandung,65000,https://shopee.co.id/sepatu-sendal-jepit-wanita-terbaru-kekinian-murah-flat-teplek-sandal-perempuan-dewasa-i.169423761.12527907133,653640000,653575000,5,1,0,0.00009944311854,0,shopee,2021-10-22 0:00:00
10.10 Brands Festival New BLC 1728-X1 Sandal Tali Julia bacadeskripsi,7342093232,11659312,5454,34615,37009,271985,100532,16516,0,"[16516, 15, 24, 265, 1818, 14394]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/70271dcaa91a934427e6e964fde777fe_tn,Shopee Star Seller,Kota Bogor,30999,https://shopee.co.id/10-10-brands-festival-new-blc-1728-x1-sandal-tali-julia-bacadeskripsi-i.11659312.7342093232,1073030385,169068546,4.9,14394,15,0.4771341904,0.0009082102204,shopee,2021-10-22 0:00:00
10.10 SALE Sandal Jelly Tali Import ALGEA / Sendal Flat,7266964460,56360920,5247,28872,44491,442573,100532,13515,70,"[13515, 82, 47, 348, 1768, 11270]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/3d24dedd52e0ca6c9f91d23c2a054b88_tn,Shopee Star Seller,Kab. Bogor,26900,https://shopee.co.id/10-10-sale-sandal-jelly-tali-import-algea-sendal-flat-i.56360920.7266964460,776656800,141144300,4.8,11270,82,0.4681005819,0.006067332593,shopee,2021-10-22 0:00:00
【TEC】Sandal CANDY EVA color indoor outdoor Rumah Kamar Mandi Anti Slip Empuk,10311495793,262432487,4602,9081,9547,122002,100532,2585,22,"[2585, 17, 5, 57, 319, 2187]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/8d178a4c968ad217b578782b4ce3e69c_tn,Shopee Star Seller,Kota Jakarta Utara,19610,https://shopee.co.id/【tec】sandal-candy-eva-color-indoor-outdoor-rumah-kamar-mandi-anti-slip-empuk-i.262432487.10311495793,178078410,90245220,4.8,2187,17,0.2846602797,0.006576402321,shopee,2021-10-22 0:00:00
[ SIAP KIRIM ] SANDAL JELLY NIAR,6780052768,94079720,4485,27997,16322,151970,100532,12438,86,"[12438, 26, 43, 318, 1654, 10397]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/dfc054422c69f137238db109863fd660_tn,Shopee Star Seller,Kota Surabaya,2900,https://shopee.co.id/siap-kirim-sandal-jelly-niar-i.94079720.6780052768,81191300,13006500,4.8,10397,26,0.4442618852,0.002090368226,shopee,2021-10-22 0:00:00
Sandal Jelly Balance Wanita Kokop Karet Transparant Motif Mika Gesper Sendal Slip Flip Flop 202-S3,10306728754,158952380,4314,9520,10956,135414,100532,3874,52,"[3874, 2, 2, 40, 303, 3527]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/b295a473bdfb54f201ef3162f27b0f32_tn,Shopee Star Seller,Kab. Bogor,23990,https://shopee.co.id/sandal-jelly-balance-wanita-kokop-karet-transparant-motif-mika-gesper-sendal-slip-flip-flop-202-s3-i.158952380.10306728754,228384800,103492860,4.9,3527,2,0.4069327731,0.0005162622612,shopee,2021-10-22 0:00:00
Sandal Jepit Karet Wanita Thostee Rubby pusatmode1234,6615498705,131779161,4438,10217,3344,110714,100532,2780,74,"[2780, 11, 8, 103, 342, 2316]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/588c4f91fd0ce91489b7a5ae9f011daa_tn,Shopee Star Seller,Kota Bogor,16900,https://shopee.co.id/sandal-jepit-karet-wanita-thostee-rubby-pusatmode1234-i.131779161.6615498705,172667300,75002200,4.8,2316,11,0.2720955271,0.003956834532,shopee,2021-10-22 0:00:00
Sandal Jepit Wanita Sun Swallow Tokyo Original (Bisa Eceran),3743886072,288602700,3767,22933,7482,110683,100532,9187,0,"[9187, 9, 10, 103, 716, 8349]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/b2f712993b18fce27db85794c4f6ab6b_tn,Shopee Star Seller,Kota Jakarta Barat,9400,https://shopee.co.id/sandal-jepit-wanita-sun-swallow-tokyo-original-bisa-eceran-i.288602700.3743886072,215570200,35409800,4.9,8349,9,0.4006017529,0.0009796451508,shopee,2021-10-22 0:00:00
SANDAL FLIP FLOP WANITA SLOP MOTIF KOTAK-NG05,9215801914,192321146,3282,8259,8649,163503,100532,3632,24,"[3632, 5, 12, 90, 496, 3029]",True,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/25baada445224f28ded49ad1925a7425_tn,Shopee Star Seller,Kab. Bogor,55777,https://shopee.co.id/sandal-flip-flop-wanita-slop-motif-kotak-ng05-i.192321146.9215801914,460662243,183060114,4.8,3029,5,0.4397626831,0.001376651982,shopee,2021-10-22 0:00:00
